,0
62,Its really fun
63,To much aggravation connecting to the internet.
64,😭
65,amazing
66,"it took me exactly 696.9 hours to get all achievements lol 
"
67,"yes
"
68,yea
69,"below average game, would not recommend"
70,"Some missions are insane. if you make mistake, all crates are destoyed. Many hours of your game play are wasted."
71,Definitely recommend trying this game out with LSPDFR. Tons of stuff you can do and its fun.
72,"fun
"
73,all the time i has was it idly running while i played minecraft sex mod. great times!
74,good luck getting in a fucking game without hackers.
75,it is very fun and exciting
76,amaazing
77,yes
78,OH HELL YEAH
79,god
80,super
81,goooooooooooooooooooooooood
82,Is nice
83,Super
84,nice game
85,"used to be good, but now with out of control player hacks and modders the game is unplayable in public sessions, need mods of your own just to protect yourself from other modders"
86,Great for modding
87,A classic for sure.
88,69 nice
89,can't be me
90,its ok i guess
91,"its fun
"
92,one of the best game i played
93,"The whole planet knows the game, thumbs up, highly recomand. Great Story, good graphic, good everything!"
94,"gujvfikujg
"
95,very good game except for the griefers
96,"Very nice
"
97,who doesn't know this game..?
98,game is very fun with friends. highly reccomended
99,"⠀⠀⠀⠀⠀⠀⠀⠀⢀⡴⠊⠉⠉⢉⠏⠻⣍⠑⢲⠢⠤⣄⣀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⣻⣿⢟⣽⠿⠯⠛⡸⢹⠀⢹⠒⣊⡡⠜⠓⠢⣄⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⢀⡜⣿⣷⣽⠓⠀⢠⢂⣣⠋⠂⣾⠼⢌⠳⢄⢀⡠⠜⣣⡀⠀⠀
⠀⠀⠀⠀⠀⢠⢻⢱⣭⠷⠤⢅⠴⣡⡻⠃⠀⢠⠁⠀⢀⡱⠜⠍⢔⠊⠀⠹⡄⠀
⠀⠀⠀⠀⢀⣷⠌⠚⠷⠆⠠⠶⠭⢒⣁⠀⣤⠃⣀⢔⢋⡤⠊⠑⣄⠳⣄⠀⣧⠀
⠀⠀⠀⠀⠀⠑⠦⣀⡤⣄⠄⢄⣀⣠⣒⢦⡄⠩⠷⠦⠊⠀⠀⠀⠈⠣⡏⠢⣿⠀
⠀⠀⠀⠀⠀⠀⣸⢫⠟⣝⠞⣼⢲⡞⣞⠋⠋⠉⠋⠓⡄⠀⠀⠀⠀⠀⣨⠂⢸⡅
⠀⠀⠀⠀⠀⣰⠃⡨⠊⢀⡠⡌⢘⢇⠞⠀⠀⠀⠀⠂⠡⡄⠀⠀⢀⠞⢁⠔⢹⡇
⠀⠀⠀⠀⣰⣣⠞⢀⠔⢡⢢⠇⡘⠌⠀⠀⠀⠀⠀⠀⠠⡌⠢⡔⢁⡴⠁⠀⢸⠃
⠀⠀⠀⢠⠟⠁⠠⢊⠔⣡⢸⠀⠃⠁⠀⠀⠀⠀⠀⠀⠀⣯⠂⡀⢪⡀⠀⠀⢸⠀
⠀⢀⠔⣁⠐⠨⠀⠀⠈⠀⢄⠘⡀⠀⠈⢆⠀⠀⠀⠀⡠⢁⠜⠙⢦⠙⣦⠀⢸⠀
⡴⠁⠘⡁⣀⡡⠀⠀⠴⠒⠗⠋⠉⠉⡆⠀⠆⠄⠄⠘⠀⡎⠀⠀⠀⠑⢅⠑⢼⡀
⢯⣉⣓⠒⠒⠤⠤⣄⣀⣀⣀⣀⡀⠐⠁⠀⠀⠀⠒⠀⢀⡀⠀⠀⠀⠀⠀⠑⣌⣇
⠀⠈⢳⠄⠈⠀⠤⢄⣀⠀⢈⣉⡹⠯⡟⠁⠀⠀⠀⠀⢸⠀⠀⠂⠀⠀⡠⠚⣡⡿
⠀⢠⣋⣀⣀⣀⣀⠤⠭⢛⡩⠄⠒⠩⠂⢀⠄⠀⠀⠀⠈⢢⡀⠀⡠⠋⡩⠋⠀⢳
⠀⢹⠤⠬⠤⠬⠭⣉⣉⢃⠀⠀⣀⣀⠀⠁⠀⠀⠀⠀⡞⢺⡈⠋⡢⠊⠀⠀⠀⢸
⠀⠈⡆⠁⢀⠀⠀⠀⠉⠋⠉⠓⠂⠤⣀⡀⠀⠀⠀⠀⡧⠊⡠⠦⡈⠳⢄⠀⠀⠈
⠀⠀⢹⡜⠀⠁⠀⠀⠒⢤⡄⠤⠔⠶⠒⠛⠧⠀⠀⡼⡠⠊⠀⠀⠙⢦⡈⠳⡄⠀
⠀⠀⢸⠆⠀⠈⠀⠠⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⡜⢸⠀⠀⠀⠀⠀⠀⠑⢄⠈⢲
⠀⠀⢸⢀⠇⠀⠀⠀⠀⢀⠀⠀⠀⠀⠀⠀⡄⠊⢠⠃⠀⠀⠀⠀⠀⠀⠀⠈⡢⣸
⠀⠀⠈⠳⣤⣄⡀⠀⠀⠀⠈⠉⠉⠁⠒⠁⠀⠠⣏⠀⠀⠀⠀⠀⠀⢀⣔⠾⡿⠃
⠀⠀⠀⠀⠀⠉⠙⠛⠒⠤⠤⣤⣄⣀⣀⣀⣔⣢⣀⣉⣂⣀⣀⣠⠴⠿⠛⠋⠀"
100,"yeah i would highly recommend GTA V,Since it has a good storyline and GTA Online is very fun,
and since it has trevor philips industries😄"
101,good game nice titties aswell
102,Society without the joker uwu sry for bad inglish were war iu wen lester die i was hom phone is call lester is dead no
103,yes
104,best game ever
105,best game
106,Its a amazing game that you must try bring out gt a VI!!!!!!
107,"Gta is the best game ever, but watch out for modder's"
108,recomend
109,EPISCH :D
110,"Its a great game, but for fucks sake - FIX THE HACKING AND GRIEFING IN ONLINE"
111,its nice if u gonna play it for jobs
112,.
113,hmmm
114,"im black and can hit other nig...s
"
115,"I really like this game, the new update makes it way better than before, but thumbs down for spreading misinformation about cannabis.

Despite what the christian right would have you believe, you cannot get high just from being in a hot box, I wish that was how it worked, I would save so much money on weed if that was how it worked. ""No your Honor I didn't fail my UA because smoked weed I was just at a concert I'm totally innocent in this"""
116,very nice
117,no
118,It's great if you can handle 10 modders in every lobby
119,y
120,"
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿
⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿
⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿
⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿
⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿
⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿
⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼
⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼
⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿
⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿
⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿
⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿
⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉
⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄"
121,"The game is absolute fun. The graphics are amazing and l'm loving every aspect of it. Just keep the servers ""Modder"" FREE. Rockstar shouldn't be allowing access to the game if the files are changed."
122,gta
123,"best game of all time
"
124,no frick lester
125,"Well, where do I start...GTA V is one of the best games of our generation and will be for generations to come. Over the past 8 to 9 years where I've bought this game about 5 times on 5 different consoles, it's always been a quality experience! GTA V is essentially real life simulator where you fly around on motorbikes and shoot rockets at people with laser guns. Me and my friend have completed the Casino heist about 500 times and never get bored of picking up gold or cutting artwork because we do it for the money. 

That's the sad reality of this game and real life, everything we do is for money to live as long as we can before our inevitable demise and eternal darkness for infinity but it's okay since we may have a chance of seeing GTA 6 before we all get nuked by vladimir putinus tutinus. Regardless, I'm going off topic a little, back to GTA 5

There's so much to do in this game and it's still one of the most popular games on the market (after about 9 years so that really says a lot about this games success!) Obviously the game is much better with friends like doing heists or just general missions but it's also pretty chill on your own when you're not being blown up by 12 year olds who steal their parents credit cards to buy shark cards to then buy the Oppressor and blow up all the resources you worked hard to get (solo online lobbies ftw!)

Don't even get me started on the story. I only played it once and that was like 6 years ago so I can't really remember much. I just remember Trevor was the crazy one, Franklin was the thug life one and Michael was the rich one with family issues. The characters were great, the story was great and the ending was tear jerking, a definite 9.5/10.

Overall GTA 5 has been an amazing experience and has been with me throughout most of my teenage years. I've played with many different people and also met some amazing people. I've had so many amazing memories playing this game and it's definitely not over yet. I hope the rest of my GTA 5 experience is amazing and I'm looking forward to doing the casino heist another 500 times <3"
126,ppppeppepep
127,gud gäm for dä böis
128,"it was my dream game since many year,finally i brought it and completly worth it."
129,a kurva anyád
130,"FIX ONLINE! FUUUUUUUUUUUK MEEEEEEEE.
"
131,car go vroom
132,a
133,good
134,epic game
135,"hate that i enjoy the online. It has so many little things that are just super bloody tedious designed to stretch out gameplay without adding anything to it. I maxed my driving skill far before anything else with how much driving across the bloody map there is. there is fun content, but it feels like its buried beneath so much bloated design that it's a struggle to shine properly. Hopefully they wont be so focused on micro transactions and said bloat for the next one, but im not holding my breath. Triple a studios been goin downhill for awhile now"
136,its GTA what else do i have to say? its 10 years old and still a great game
137,Great game love chill with my mates on gta online
138,yes
139,"rockstar, fix your launcher!"
140,This rips ass
141,small dick
142,big dick
143,goo
144,I cant play it whenever I click play it loads for a few seconds and then stops I cant play
145,this game gave me depression and ptsd :)
146,yes
147,would recomend
148,i started playing gta5 2 to 4 weeks ago and now I get Mad bitches on my dick
149,fucking nice
150,good game
151,b
152,no yuo will get internet no
153,not bad
154,its great i had a fue issus but fixed
155,yes
156,Its GTAV what more can i say.
157,GOOD
158,butut anying mahal deuih
159,"i love the game
<3
"
160,this game is so good
161,good game but lots of modder in online
162,Always a blast
163,hookers and suicide
164,GG
165,good
166,"gg
"
167,👌
168,I would like to say this is an ape game :)
169,Amazing
170,Omcmmmmmmmmmmmmmm
171,very good secs bob i saw bitis for first time and i had a little tingly felling thank gta
172,"Average Gta Online player 

⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣀⣠⣤⣴⣶⣤⣤⣄⣀⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣀⡤⠴⠒⠚⠉⠉⠉⠉⠉⠉⠁⠉⠉⠉⠉⠉⠛⠛⠲⠶⣤⣄⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⠴⠚⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠛⠷⢦⣄⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⠴⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⢶⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⡞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢷⡄⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⢠⣾⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢦⡀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⣰⡿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢳⡀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⣴⡿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢻⣤⠀⠀⠀
⠀⠀⠀⠀⣸⡿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⡇⠀⠀
⠀⠀⠀⢠⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠤⠤⢤⣤⣤⣤⣤⣤⣤⣤⡤⠤⠤⠴⣶⣶⡶⠶⠶⠶⠶⠦⠤⠤⢀⣀⣀⣤⣀⠀⠀⠀⠀⠀⠀⠀⠈⣧⡀⠀
⠀⠀⠀⣼⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠁⠀⠀⠀⠀⠤⣤⣤⣤⣤⡤⠤⣤⡤⠤⠤⠤⠤⠄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠹⣷⠀
⠀⠀⢰⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣠⣠⣠⣤⣄⣤⣀⣠⣠⣙⣛⣯⣭⠈⠉⠀⠀⠀⠀⢠⣀⣀⣤⣠⣤⣤⣤⣄⣀⣀⣀⡀⠀⠀⠀⠀⠀⢹⡇
⠀⠀⣾⡟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠐⠿⠿⠿⣿⣿⣿⡿⡿⢿⡿⣿⣿⣿⣿⡿⠿⠟⠀⠀⠀⠀⠀⠀⠚⠻⣿⣿⣿⠿⠟⡻⠿⠻⢿⣿⡷⠦⠀⠀⠀⠀⠈⣿
⠀⢰⣿⠇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣀⢸⣿⠅⣀⡀⠀⠀⠀⠀⠸⢠⣿⡇⠀⠀⠀⠀⠀⣼⠀⠀⠀⢸⣿⣟⠁⠀⠀⠀⠀⠀⡀⠈⡇⠀⠀⠀⠀⠀⠀⣿
⠀⣾⡿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣟⠚⠧⠼⠀⠀⠀⠀⠀⠠⣽⣏⠀⠀⠀⠀⢼⣿⠀⠀⠀⢸⣿⣿⣄⡀⠀⠀⠀⠾⠭⠀⡇⠀⠀⠀⠀⠀⠀⡏
⠀⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠐⠛⢻⣿⣿⣮⡆⠠⠀⠀⡀⠀⣀⣼⣿⢻⠀⠀⠀⠀⢹⣿⠀⠀⠀⠀⢻⣿⣷⣄⡤⠀⢀⣀⣤⣾⠇⡠⠀⠀⠀⠀⢀⡇
⢰⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢻⣿⣿⣿⣷⣿⣷⣶⣿⡿⢋⡡⠂⠀⠀⠀⠀⢰⣿⣤⠀⠀⠀⠀⠙⣿⣿⣿⣿⣿⣿⣿⠃⡀⠀⠁⠀⠀⠀⢸⡇
⠸⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠘⢿⣿⣿⣿⣿⣿⣿⢛⠡⠊⠀⣠⣤⠀⠀⣀⢺⣿⣿⣇⠠⡀⠀⠐⢻⢿⣿⣿⣿⡿⠗⠀⠀⠀⠀⠀⠀⠀⣼⠀
⠀⣿⡀⠀⠀⠀⠀⣀⡤⠄⠒⠠⠤⢀⠀⠀⠀⠀⠀⠁⠫⡛⠓⠀⠀⠁⣠⣴⢸⣿⣦⣌⡿⠿⢿⣟⣿⣿⣿⣾⣿⣿⠟⡀⠀⠀⠀⠀⠀⠐⠒⠙⠛⠲⡄⠀⣿⠀
⠀⢹⣧⠀⠀⢠⡞⠉⠀⠀⠀⠀⠀⠀⠀⠀⣀⣀⣄⣄⣤⣴⣴⣤⣴⣾⣿⣿⣿⣿⣿⡿⡿⣷⣿⣏⡃⠀⢉⣙⣿⣥⣶⣼⣷⣄⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡟⠀
⠀⠀⢿⡆⠀⡾⠀⠀⠀⠀⢀⣀⠀⠖⣛⣛⠉⠩⠭⠽⠽⠭⠿⣿⣿⣿⣿⣿⡶⠶⠶⠶⠦⠤⠤⠤⠭⠭⠭⠤⠤⠤⠬⠭⠽⣿⣿⣿⣯⣔⣐⡷⢀⣤⠀⣼⡇⠀
⠀⠀⠈⢿⡄⠠⠀⠀⠀⠀⣿⠿⠿⠏⠑⠀⠈⠉⠉⠉⠁⠀⠀⠈⠛⠻⢿⣿⣿⣿⣶⣷⣶⣶⣿⣞⣓⠶⢶⣦⣤⣶⣷⠶⠞⠋⠉⠀⠀⠀⠈⠛⠛⢻⢀⡿⠀⠀
⠀⠀⠀⠈⢻⣆⠀⠀⠀⠀⠿⣤⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠃⣩⣶⡿⠶⠶⣶⣭⠐⠂⠍⠀⠀⠀⠀⠀⠀⠀⠀⠀⣴⣶⠒⢁⡼⠃⠀⠀
⠀⠀⠀⠀⠀⠹⣷⡀⠀⠀⠀⠈⠻⢇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠝⠉⣀⡤⣤⣤⡀⠀⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠀⠀⢀⡞⠁⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠈⠻⣶⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠐⠁⠁⠀⠀⠙⣧⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⠏⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠈⠻⣷⣤⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡴⠃⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠿⣶⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⡴⠋⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⠶⣤⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣴⠿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠙⠛⠶⣦⣤⣀⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣀⣤⡶⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠛⠛⠻⠶⠶⢶⣶⣶⣦⣤⣶⡶⠞⠛⠋⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀"
173,mid game
174,Gud
175,A classic fun since it released
176,there are sooooo many crashes in this game
177,Good
178,yuh
179,this is the best game ever
