,0
86,"⡴⠑⡄⠀⠀⠀⠀⠀⠀⠀ ⣀⣀⣤⣤⣤⣀⡀
⠸⡇⠀⠿⡀⠀⠀⠀⣀⡴⢿⣿⣿⣿⣿⣿⣿⣿⣷⣦⡀
⠀⠀⠀⠀⠑⢄⣠⠾⠁⣀⣄⡈⠙⣿⣿⣿⣿⣿⣿⣿⣿⣆
⠀⠀⠀⠀⢀⡀⠁⠀⠀⠈⠙⠛⠂⠈⣿⣿⣿⣿⣿⠿⡿⢿⣆
⠀⠀⠀⢀⡾⣁⣀⠀⠴⠂⠙⣗⡀⠀⢻⣿⣿⠭⢤⣴⣦⣤⣹⠀⠀⠀⢀⢴⣶⣆
⠀⠀⢀⣾⣿⣿⣿⣷⣮⣽⣾⣿⣥⣴⣿⣿⡿⢂⠔⢚⡿⢿⣿⣦⣴⣾⠸⣼⡿
⠀⢀⡞⠁⠙⠻⠿⠟⠉⠀⠛⢹⣿⣿⣿⣿⣿⣌⢤⣼⣿⣾⣿⡟⠉
⠀⣾⣷⣶⠇⠀⠀⣤⣄⣀⡀⠈⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇
⠀⠉⠈⠉⠀⠀⢦⡈⢻⣿⣿⣿⣶⣶⣶⣶⣤⣽⡹⣿⣿⣿⣿⡇
⠀⠀⠀⠀⠀⠀⠀⠉⠲⣽⡻⢿⣿⣿⣿⣿⣿⣿⣷⣜⣿⣿⣿⡇
⠀⠀ ⠀⠀⠀⠀⠀⢸⣿⣿⣷⣶⣮⣭⣽⣿⣿⣿⣿⣿⣿⣿⠇
⠀⠀⠀⠀⠀⠀⣀⣀⣈⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇
⠀⠀⠀⠀⠀⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃"
87,PORTALs
88,"Brilliant game, 3-4 hours of pure fun"
89,very fun game with intresting puzzles i got a bit frustradet at parts but i ended up having alot of fun and loved the story and map disighn
90,The robot is going to give me cake! Yay!
91,Love the humor
92,"Одна из лучших игр современности. Не смотря на её возраст, играется всё также. История немного коротковата, но игра всё ещё на 9/10. 


спасибо гейбу"
93,"open portal
close portal
solve puzzle
get confused
ooga brain"
94,good good
95,"Been 10 years since i last played and now i got it on my computer and switch again! Definitely still holds up, great game!"
96,sui
97,This game made me question reality
98,yum
99,good
100,"Walk to the end of the hallway. Turn around and fire a portal on the third panel above the hallway.
Go back in the hall and the shoot a portal on the floor at the end of the hallway. Drop down through the portal.
You should automatically drop through for the second time and then land on the other side of the Goo.
Turn right and place a portal on the ceiling. Put the other portal on the wall above the goo and jump through it.
Turn to face the platform above. Shoot a portal on the ceiling above it and the other one under yourself.
Turn towards the door. Fire a portal on the same wall and put the other one near yourself and go through.
Place a portal on the extended wallpanels near the ceiling. Shoot the other one on a platform below and jump through it.
Walk to the switch and push it. Crouch and get to the second part of the chamber. Go to the left.
Follow the aiming beam of the turret on the platform near you. Shoot a portal on the wall where the beam ends and the other one where the High Energy Pellet emitter is going to shoot next. Wait for the Pellet to knock the turret over.
Do the same again for the turret aiming at the same wall and to the turret near you.
At the back of the chamber there are extended walls facing the last turret. Put a portal there and the other one where the emitter is going to shoot next.
You should have deactivated all of the four turrets. Go stand next to the switch and fire a portal on the extended walls on the other side of the chamber.
Shoot a portal on the wall where the emitter is about to fire the next Pellet and wait for the Pellet to go through the portal.
Quickly fire a portal on the wallpanels facing the switch and the other one on the wall near you. Enter through the portal and press the switch.
Wait for the Pellet to reach the catcher and walk to the Unstationary Scaffold.
Get on the platform and wait for it to stop at the other end. Then drop down behind the switch.
Shoot a portal above the glass on the other side and the other one on the wall next to you.
Push the switch and go through the portal. When the panels are in the correct angle, put a portal on the panels and then turn left and go to the ledge.
Shoot the other portal on the floor below and drop down through the portal.
Pick up the cube and wait for the Unstationary Scaffold to get near you. Then jump on the platform with the cube.
Place the cube in front of the glass and place a portal above the glass. Turn around and go on the platform.
Jump behind the switch again and put a portal on the wall.
Push the switch and go through the portal. Pick up the cube and walk over to the first part of the chamber.
Place the cube on the button and fire a portal on the wall with the open door.
Drop down on one of the platforms and fire a portal on the floor. Go through the portal.
Go through the open door behind you and walk to the other end of the corridor and drop down.
Shoot a portal on the platform further away. Turn to the left and fire the other portal on the floor there and drop down.
When you have gone through the portal and are about to fall down again, place a portal on the platform beside you and go through the portal again.
Do this two more times. You should then see angled panels somewhere. Shoot the portal there and you will reach the elevator.
Alternative Solutions
Instead of activating the scaffold by directing the pellet into the catcher, you can simply fling yourself over to the cube if you're fast. When you step out into the room after deactivating all the turrets, immediately turn around and shoot a portal on the slanted platform, then jump down the ledge and shoot the other portal under you. You will fly and land in the room with the cube. At this point, the scaffold will activate without using the pellet at all.

A glitched way to complete the test is to retrieve the camera from the turret room and place it against the door, bypassing the need to get the cube as the camera holds the door open"
101,The cake is a lie
102,"probably a really good game my brain just no work
"
103,Really good game for how old it actually is
104,Very good game.
105,I've beaten the entire game Awesome story and pretty awesome puzzles
106,Best Game I'v ever Played 5 stars
107,Good
108,It is truly a classic.
109,noice game.
110,I like the radios
111,"Amazing gameplay, such a great game."
112,"Portal is the 2nd best fps ever made, mirror's edge is #1"
113,Nice challenging one-player game!
114,amazing
115,Portal was a great game
116,cool
117,it's a very fun game
118,One of the most iconic classics of pc gaming. A great puzzle and wonderful voice acting and brilliant atmosphere in all of the levels. A must have really.
119,"Quite the pickle 
"
120,Fantastic
121,its SO COOL
122,go fast
123,A cube made me cry.
124,"something in my brain wouldn't function, so i couldn't figure out the last level, and left it unfinished."
125,the best
126,bought game expecting a portal and was delightfully surprised when i came across a second! 2 for the price of one baby
127,i like this one its good buy it
128,"i played this game over at my uncles when i was like 10, hes in jail, and i love this game"
129,fun just fun
130,m
131,Fun!
132,100% worth playing before portal2
133,potal
134,that game did have portals
135,Thanks to this game I now have a PhD in Physics and Energy Conservation.
136,e
137,cake :(
138,its a fun testing game
139,"chamber 18 thats all I'm gonna say
its hard
but overall the game's fun etc and also glados is hot"
140,One of the best puzzle games ever
141,"short but sweet, only takes abt 4 hrs if you dont play around with the mechanics *too* much. very funny and unique experience, some of the best time ive spent playing a single player game. 
9/10 only got stuck on 2 puzzles."
142,its amazing and i love it
143,.
144,"nice
"
145,It was way shorter than I expected but damn it was a good game
146,iF YOU HAVEN'T PLAYED IT YOU HAVE WASTED YOUR LIFE.
147,Nice game
148,"ok
"
149,shi got me feelin like dr strange fr
150,I was promised cake .... CAKE I TELL YOU!!! WHERE IS MA CAKE?!?!?!?! You get CAKE / 10 .
151,cake yummy yummy
152,It's overwhelmingly positive for a reason.
153,"Very good game! I love games from Valve. 9,5/10"
154,so short.. i didn't expect it to be a long game but didn't expect to finish it in 3 hours either...
155,The comedy and puzzles are just delightful.
156,"Played this alot and finished it many times. Fun to speedrun lol. 
Funny portal lol
Funny robot lol"
157,+1
158,"This game is one of the best I have played. At first it looked like a simple puzzel - platformer but it is much much more. I will not spoil anything but the ending is great. If you have the money, buy the portal 1 and 2 pack its is amazing!"
159,Ta chido
160,simply a great game cant think of anything major that caused problems
161,Ok
162,Is good.
163,the game still hold up in my opinion and for my first time playing the game it can still be kinda challenging at first and still very funny
164,i want companion cube back
165,"Fast in, Fast Out

10/10"
166,.
167,awesome
168,O
169,"It's a must plλy, 3uy now."
170,in tha game you play as shell and yuo must shoot the portals at gladose so that you can eat wheatley
171,i put the portal gun up my postior
172,"Portal is a classic game, both the game play challenge and mechanics make it a fun game. It is a quick play through though. I beat it when it first came out in a few hours and just replayed it again in a few hours."
173,Good game.
174,ptoral
175,"[b] science [/b]

my closest friend killed themself, it tore me in half. The most logical religion we adhere to being science, I beam my head in it’s direction searching for any semblance of assurance. but it just coldly looks back at me and simply states that they are dead, decomposing, rotting. 

[b] cake [/b] 

thankfully science has been willed towards the infinite torture to all prey. thankfully we have more food than anyone should ever be able to eat, thankfully our grocery stores are sterile, thankfully i walk around outside and not a single person would ever think of talking to me. I eat dinner alone i eat dinner alone and cry into my soup, my bread was processed in a factory and for longevity is infused with random oils.

[b] aperture [/b] 

Thankfully i stare into the gaping maw of unending blight, but the berries my brain perceives that are the degenerations of my computer screen keep me compliant and submissive. We are all glad we can stare at virtual berries and herbs that never have existed. Our brains are numb and our mouths are sewn shut. we think without thinking and exist without feeling. we roam our pavement roads and fall into random holes spinning endlessly with a straight face.
we are in a labyrinth of a science lab

[b] Portal [/b] 

What a funny thing, we will pray to science for the novelty of a portal gun. 
What of human experience? 
I gaze into mirrors and I only recognize tears. 

[b] Still Alive [/b] 

the dead are dead and we are alive, heaven or hell don’t exist. yet i move fforward somehow. im  still alive. I’ve chosen to live many times, many times i’ve made the choice of life, many have failed many have tripped many will trip and many will fail but im alive. i love being alive and i fear death i wish i could live forever, i want everyone to be poisoned and blessed by my existence.    
 i wish my years on this earth werent full of turmoil and rape i wish to live i want to live. i face the tempting allure of suicide and death, hopping into the pile of endless bodies   but   still...

I choose life



"
176,Not that fun but you should play it before Portal 2. Portal is much better.
177,"You probably already know what this game is about and you get what you see, it is a very basic game with few mechanics but the portal systems are very cool. It is very short though and has very little replayability (save maybe trying to get achievements). I personally would not say that it is worth it at full price and just wait for a sale and then you can get it really cheap."
178,"A masterclass in how to do environmental storytelling. The puzzles are great fun, and feels great to play through, and the game does not shove explanations down your throat."
179,"Best puzzle game period.
There's so much character and uniqueness to this game its truely a one of a kind. Its a puzzle game that can be quire obvious and simple and yet you still feel like a genius for beating it.

Btw don't go for the gold medals they'll break your soul.
"
180,"This game has the most odd Valve game to be made. For how short it is and how the team behind it was a strange studio. I normal play this game when i get that valve ich. For this game is a short, starter and a grated for the orange box. 
8/10"
181,One of the GOAT
182,put a portal above and below you and the fun begins
183,"Compared to Portal 2's solo campaign this is short, but it's still a really good game. I recommend both. The levels are fun and interesting. The turrets are goofy when you kill disable them and there are some nice little details/secrets in the game. The challenge levels can be difficult, but once you get the hang of them completing them is satisfying. Buy it."
184,Kid named finger:
185,best game ever
186,I like when the robots go brbrbrbrbrbrrrr
187,its fun :)
188,What can I say?  It's Portal.
189,Very good game 10/10.
190,the cake is a lie THE CAKE IS A LIE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
191,hehe me go in portal hehe me go out of portal hehe
192,YES YES YES AND YES
193,It's a really good game
194,Yeah its a pretty cool puzzle game
195,It's educational and good for players who want to play a different game.
196,Da
197,simplesmente incrivel
198,Epic!  FPS mixed with Puzzle game.
199,hkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
