,0
115,requires more aim than CS:GO lol
116,"This game is pretty good i have to say, i only found a few bugs, but pretty small ones.
Anyway this game is definently a must buy for its nostalgia, scenery and of course, action."
117,gg
118,e
119,gg
120,"[h1] Counter-Strike: Condition Zero Deleted Scenes - Review[/h1]

Well, that was a surprise. I completely didn't expect this game to look like that. It is not Counter-Strike that everybody knows. It's a proper single-player campaign!
The storyline doesn't really exist - each missions is a separate scenario, which pretty much looks the same in each level: you play as a counter-terrorist, go in somewhere, kill the bad guys, maybe defuse a bomb at the end or rescue some hostages. Simple, yet fun. Unfortunately, the visual layer got old really quickly - the game is quite ugly. In terms of audio, it's alright. There is a lot of funny dialogue between ""not-the-smartest"" terrorists. Deleted Scenes is also filled with a a lot of easter eggs, so while being generally mature, it also makes the player laugh.

At the end of the day, I enjoyed those 9 hours I spent with CSCZDS (lol). It was a great experience and a nice stepping stone from the original formula of Counter-Strike."
121,"i beat a level while dead, them failed it, them the game sent me to the next operation, very great game"
122,counter-strike is a homoerotic game
123,a nostalgia trip you can experience even if you didn't play the game at all
124,Like a half life pretty good FPS
125,this game is fun
126,"Pretty good campaign actually, I'm kind of surprised, I wasn't expecting this from Counter-Strike."
127,"I Just Love This Masterpiece Of A Game Its My 4th Favorite Game For Counter Strike
Still I Will Take The Normal Basic Version Of CSCZ But This Is Like A Little Treat For CS Fans
Still Its Good"
128,"so far so good it's singleplayer CS with scripted events
kinda wish it had coop though..but everything else is very nice"
129,to be ready for online busting... pass the game on the hardest mode.
130,"Half-Life mod where you gib aimbotting terrorists all across the globe, really fun and action-packed!!"
131,this is terrible the whole game is ruined by the last mission (and more middle missions that are not fun) and bugs.  ive been playing on hard without getting stuck untill the alamo because i cant actualy shoot the enemies coming out without peeking into 2 angles and the rpg guy dosent die sometimes and because i have m4 and they prefire the shit out of you it cant be beaten unless you want to sit here for 2 hours and thats a chore not a game. what a fucking shame
132,"---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☐ Good
☑ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☑ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☑ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☑ You'll need a second life for grinding

---{ Story }---
☑ No Story
☐ Some lore
☐ Average
☐ Good
☐Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10"
133,"If you like CS 1.6 AND signleplayer campaigns, this is an alright title to play."
134,"⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿
⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿
⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿
⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿
⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿
⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿
⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼
⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼
⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿
⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿
⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿
⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿
⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉
⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄⠀"
135,"this is what condition zero should've been, not a dam reskin of cs 1.6"
136,"This will be probably my unique and serious review.

About mapping, SFX, ambience and weapons are 10/10
But bad of this game are their voices translated to spanish... are very steoripated and sounds SO absurd...
Another bad thing is don't let you freedom to make a mission, what I mean? For example, on a stealth map you can't decide to make it like ""Rambo way"" or different items like radio you can't use them freedomly too.

And last, missions sometimes are very repetitive and boring (especially mission of Miami with taking hostages, that mission is sh!t)

Anyway, I recommend it and had fun with it.

Bye."
137,"very entertaining and fun, i really liked the jet thing 
7 / 10"
138,¯\_(ツ)_/¯
139,Cool.
140,"The deleted scenes campaign is brilliant, a true Counter-Strike single player campaign. Ritual Entertainment's work here is much better than the bot matches labelled as a 'campaign' in the main game. This should have been in the main game and not hidden away. At least we can be glad it was even released at all and not just joined the pile of unreleased Valve projects. It also received an additional six missions in later updates that are playable from the World Map. If you're a Counter-Strike fan, give it a go."
141,very gud gaem i recommend to plae gaem caus ieat fun and funi moment
142,good game
143,It's Counter Strike 1.6 but if it were made by Infinity Ward.
144,could've been longer
145,"delta
"
146,"Every Counter-Strike game is alive, thanks to the community
that are still playing the game for over 20+ years since 
it's original release.

The game itself became a Multiplayer classic, icon,
A MOTHER OF ALL MULTIPLAYER GAMES, call it however
you want... this game is a masterpiece even if it's old, remastered
remade, people are gonna play it and love it... i was playing the original
back in the days when steam didn't exist, but i liked every each 
CS release in it's own way.

a classic: [h1][b]10/10[/b][/h1]"
147,best cs campaing
148,yes
149,"The CS that we needed, but didn't deserve."
150,Great missions
151,"this game is so good for its period
"
152,Good game but Wild Animal Racing (W.A.R) is better
153,Love It :D
154,i bet yall have never heard of this game before :sunglasses emoji:
155,Está chévere.
156,if you wanna waste time and want to play a good campaign game then this is for you
157,tbh this game is very good and deserves more clout its like a single player cs 1.6
158,Прошел
159,It has an actual singleplayer mode
160,Lost Cause made me realize completing this game was a lost cause. Luke Whiteside needed to take a course in game design.
161,Old but gold game
162,Too Short..
163,its half life opposing force but counter-strike?
164,"missions are fun, recommend purchasing with other counter strike games on sale"
165,good game story
166,loved it
167,good
168,Perfect game :)
169,love it
170,6.5/10
171,"This is my favourite game from VALVE and i played all of them! Missions are cool, gun-play is of course amazing,game missions are action and also stealthy, there are more kind of special weapons and every one of them is unique.I played this game 3 times and i do not regret any second of playing it"
172,best cs ever
173,"If CS:GO had singleplayer missions, I'd certainly play it more.

It's like the Pre-Rainbow six siege Rainbow six games, but this time they've left the more ''tactical'' parts of it out the door and focused only on the gunplay and movie-like action."
174,"Old classic game, shooting bin laden  as enemy :D."
175,I didn't know there was a Counter-Strike movie
176,Merica F-YEAH!!!
177,WE CAN ALWAYS THROW ICICLES AT INTRUDERS...HO HOH HO HOH
178,Based
179,"fun game i will not lie

if u have some money buy cscz and cs1.6 together by price of one.

xoxomaki"
180,"Ancient schut, remember playing this in internet cafes when I was a greasy little bastard 10/10 just for nostalgia's sake"
181,why would you delete the scenes you stupid ass ni
182,"One actual history mode for CS, very nice, glitchy as hell but nice anyways"
183,"Not great, not terrible."
