,0
42,"The Simulator you expect to never like but somehow fall in love with, Euro Truck Simulator 2 lets you experience the world of cargo haulage right at your PC and it does it very well for the most part. You start with nothing, just taking low paying jobs in the quick job menu but gradually you will expand your company until you have your very own fleet of trucks and truckers all across Europe.

+Great graphics, the trucks and trailers in particular are very high quality
+Large map made even larger by the Going East DLC and the Scandinavia expansion
+The system of building up your company works well and as you improve as a driver it becomes easier to improve your company
+It's a very relaxing game and is a perfect excuse to listen to music, podcasts or the radio
+You can play your music or a radio station through the game's menu
+Trucks have lots of customisation options
+Lots of different skills to improve to make yourself a better driver or to unlock new types of cargo
+The paint job packs are very high quality and in my opinion are worth their price (especially on sale)
+Plenty of great mods and it's very easy to install mods
+Controls are fully customisable
+Plenty of different cargo types, especially with the High Power pack and some of the skills you can unlock
+Several truck manufacturers with several truck designs each
+Seat heights, lights used etc are all customisable
+Has a photo mode with lots of different options allowing you to take plenty of nice shots of your truck
+The devs run events which give you the opportunity to unlock exclusive content through the World of Trucks website
+It's easy to progress through the game without taking loans from the bank which is good for players who want to maximise their rewards in-game

+/-Pretty hard to play with a mouse and keyboard but this is more than made up for with the controller and wheel support, if you don't have a controller or a wheel you might find this significantly more challenging to play

-The AI can be pretty poor sometimes, AI vehicles almost always travel faster than the speed limit, trucks in particular have acceleration faster than makes sense, cars will sometimes accelerate into you while you are turning rather than stop
-Major cities do not resemble cities in anyway, they are very small and all cities have a similar layout (a repair shop, two distributors, somewhere to sleep and a garage)
-Major cities do not have gas/petrol stations so you have to rely on service stations on major highways for fuel
-Doesn't have different seasons which seems odd considering they run seasonal events, such as the Winter Holiday event (seeing as you had to deliver presents it would seem logical to have snow)"
43,real relaxing game tones of fun cant recommend enough
44,yes
45,truck
46,"driving to paris in the darkness hours, speeding down the highway at a gingerly 120/km, blasting cbat in the background i can hardly pay attention to the road infront of me. suddenly i see on my minimap that there is a roundabout up ahead, not realising the mistake i have just made. i prepare myself in this event but mistakingly pressing the right key instead of left. i can see a sedan infront of me with a family of 4, my heart drowns in sorrow as i smash my 4.4 tonne truck into them, instantly killing all of them instantly, without a second word. i gaze into my monitor of what horrors i have committed...
i immediately respawn at the nearest city and continue my journey from there.

thats euro truck for ya"
47,...
48,vey good game but the game with no dlcs sucks
49,verry fun and you can play with friends
50,Good game for everyone
51,"The most AWESOME sim ever used, simply amazing. Thanks to the development team!"
52,0k
53,love it
54,Euro Truck simulator 2 just feels real when you have the streeing wheel breaks gears and the gas i recommend getting this game for people who like to deliver as a delivery truck driver!
55,"besttttttt game
"
56,you can go across the sea and there lots to do.
57,:like:
58,"for those who like to waste time in front of your PC, this game suite for you :D"
59,"Many games attempt this genre and fail.
Euro Truck Simulator 2 succeeds in capturing that one essential thing which makes or breaks a good delivery sim: a living breathing world.

Although technically not fully open world, ETS 2 manages to deliver the best-in-genre type of open world to drive in. Combine that with an enjoyable delivery management system, great driving mechanics and an awesome coop experience. 

It is simply the best and most addicting fun I've had yet for a game of this kind!"
60,im bulgarian and bulgaria is in the game woo hoo
61,fodinha
62,it just works
63,ok
64,top
65,big truck go vroooooom honk honk
66,"vere good
"
67,"good game

you drive trucc

how the hell does italy have 9 toll boths on one short highway"
68,THIS GAME IS SO FUN WITH YOUR FRIENDS AND BEING TOXIC TO SEMEN
69,my steering wheel did not configure properly
70,GREAT GAME
71,"sve je to ok, al nema marlboro crveni a igrica o kamiondzijama"
72,"This is a awesome game to play, I highly recommend it."
73,cant sex the truck :(
74,i spent 48 hours and i cant sex the car
75,nice
76,good
77,.
78,love the game so much. very happy i got it. 10/10
79,"auty
"
80,truck freak
81,"good game
"
82,good
83,great game
84,good game
85,"its good game
"
86,"foarte bun interior si exterior, ii dau nota 9"
87,very nice truck go brrr
88,"sium
"
89,"Great game to play to chill out and drive a truck around Europe, worth the £16"
90,.
91,Travel the whole Europe for $3
92,"super
"
93,io
94,yes
95,"its absolute dog water, without good mods this game is ass, it gets boring after 10 minutes you just do the same thing again and again, i plaayed it for 11 hours in a matter of weeks

"
96,it a really good game
97,Good Game !
98,jo
99,.
100,ds
101,Amazing e chilling game. Perfect.
102,u dryve track
103,the trucks sound so nice and look cool
104,"Fun game if you just wanna drive and listen to some radio. Though the AI is sometimes so stupid, they will turn into you and you will have to pay for the fine and damage. Good game 10/10."
105,Great w friends:)
106,"This game is very awsome and I advice it everyone, who likes simulation games."
107,good game
108,This game is enjoyable especially when you play on multiplayer or when you play with mods and a Logitech G29 steering wheel!
109,"This game is very fun if u have a steering wheel to play with.
"
110,Like it
111,sexy
112,npcs will brake check you and speed cameras will catch you lacking when you least expect it
113,nice game
114,This is so good!!
115,No one has a clue why this game is fun. It just is. THE GAME IS SIMPLY FUN maybe its the built in radio and driving god knows but its fun
116,i can play with you
117,Nice game
118,greattt
119,Muie
120,Chill game that i play while watching stuff
121,"very fun
"
122,truk
123,This game is so good for chill.  Plus when you play your favorite spotifi music its super vibe rides
124,"trucks 
"
125,its fun and really amazing game!
126,"This is the best driving simulator game, I think this game should have car"
127,yes
128,very gord game just some stupid laws and things like headlight violitchion rea
129,Love this game. Love driving these long roads with my driving buddy. Great game.
130,n i c e t h i s i s a m a z i n g
131,I kept delaying buying this game for years because I was afraid I'll get too hooked on it. I wasn't wrong.
132,Nice relaxing job. Just don't rush it. Watch your bank account keep going up because you don't have to pay for your rent on your apartment. Such a great fantasy.
133,Boss Hoss simulator skull yeah brother!?!?!?
134,h
135,One of the best truck sims out there with lots of mods and realism.
136,Best out here!
137,Reminder to drive on the other side of road in England. Very costly otherwise
138,butter game
139,So much fun
140,ami plake
141,"Too many DLC's to buy to play the full game, graphics aren't top of the art either."
142,"AMAZING love it
"
143,yes
144,a very good game indeed if you love simulator games like me you definetly dont disappoint with this game
145,yes
146,INFINTY GAME AS LONG AS DRIVE CONTINUESLY
147,very good game
148,"European Truck Simulator 2 is a  very very good game. It is Perfect for relaxing in the evening after work. 

However, it is unstable on MACOS. ETS2 crashed my computer 4 times within 30 minutes of gameplay. and then Once it crashed the system instantly after launching the application. It was upsetting to refund the game, as I loved the gameplay."
149,"very intresting, high detailed, realistic physics and fun simulation game for players into simulations."
150,"Love this game, very fun to play and have had a great laugh playing this. this is a must have for any simulator fan."
151,veri gud gaem
152,"good game
"
153,"my ETS 2 joy axis not working, i turn left or right, the wheel turning over, help me"
154,"this game is very fun i wood get it
"
155,one of the best simulator game for driving
156,It is a game
157,"Once steering and pedals configured to my preferences properly, this game became relaxing to play with amazing visuals"
158,"You ride, you're happy. Life is good
"
159,GAME IS SUPERB SPECIALLY WHEN YOU PLAY WITH FRIENDS JUST REMEMBER IF YOUR BUYING GAME BUY DLC ALSO WITHOUT DLC YOUR FUN WILL BE LIMITED
160,Just put up some music and drive.
161,nice game
162,Good game
163,its realy good
164,Rekomenduoju
165,atleast dont hire a woman in this game now im in 30million euros in debt
166,"amazing game and very very realistic, amazing range upgrades you can do to your lorry and there is many types of jobs including convoys 

all round amazing game highly recommend"
167,w
168,wew
169,this game is super relaxing and good for when you are bored or don't have something to do
170,yes
171,"Game presents a lot of jobs and posibilities, cities and roads are very well detailed and with a steering wheel the game becomes even better would def. recomend"
172,Lit
173,TRUE gamers are ets2 enjoyers
174,kills time.kick back and relax
175,"fantastic game ever
"
176,Nice relaxing game is challenging if you want it to be.
177,"yes
"
178,truck :)
179,Very good sim!
180,the best mods and trucks game
181,"yea
"
182,very cool game
183,"Good way to kill some time and relax, especially after hard day at work. If it is to early to go to sleep after work I love to just boot this game up and take few loads from A to B"
184,"Awesome, very chill."
185,"nc
"
186,belt
187,Best game
188,Great game to play with friends and chill. Being from the states playing on roads I've never been on and being in a right hand drive truck is really fun. Also being a CDL holder here in the states it is kinda a bucket list thing I would love to do.
189,Not good lagging 24/7 even without mods and can't even enjoy the game.
190,"Yellow light means go faster, right?"
191,Awesome game but I like American truck simulator better
192,Changed my camera from cab to top down accidentally whilst turning and drove off a bridge. 10/10 would recommend
193,good game
194,"yeah it gets boring, then all the sudden you find yourself sideways.

good game 11/10"
195,it is very fun!
196,Great game!
197,On the road again simulator
198,its very Good game
199,"Zajebista gra, wydałem troche hajsu na dosłownie wszystkie dlc ale z promodsami i rozszerzeniami oddaje, like"
200,Its great fun after a long day at school/work and you can endlessly drive or get multiplayer which is also fun :)
201,goood
202,"If the dev is reading this review, please add ability to move route advisor on VR(the one that can be disabled with F3Key) It's always in the way sitting on top of steering wheel, and I like to see the distance remaining and all that stuff."
203,"Trucks dude, just trucks"
204,Great simulation game
205,Very good game!!
206,furt to pada sak je to ceska hra nemozme sa cudovat :(
207,truck go brrr
208,"fun game but i cant kind of say that its enjoyable after playing it 24/7
"
209,good
210,WHY THE F'CK IS THIS GAME SO FUN
211,"hmm
drive truck
great :thumbsup:

gifted"
212,I LIKE NICE GOOD GAME I SOLD MY CAT TO BUY THIS FUN TRUCK GAME YES GOOD DAY
213,more fun with mods and practically unplayable without a wheel (good game still)
214,i mean its alright like
215,slow in the start screen and if you want to use a wheel you are going to have to change all the binds and the names dont make any sense
216,Great game
217,no dont play this..... IF YOUR A NERD!   Play this game or else the next time you go on the toilet your gonna be  out of toilet paper.. yeah you should play it now shouldnt you
218,"Very good game, I am a big fan of this since I was a kid and when I finally got a chance to play it I loved it even more."
219,"⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⣿⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢺⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠆⠜⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⠿⠿⠛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿

⣿⣿⡏⠁⠀⠀⠀⠀⠀⣀⣠⣤⣤⣶⣶⣶⣶⣶⣦⣤⡄⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿

⣿⣿⣷⣄⠀⠀⠀⢠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⡧⠇⢀⣤⣶⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣾⣮⣭⣿⡻⣽⣒⠀⣤⣜⣭⠐⢐⣒⠢⢰⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⣏⣿⣿⣿⣿⣿⣿⡟⣾⣿⠂⢈⢿⣷⣞⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⣿⣽⣿⣿⣷⣶⣾⡿⠿⣿⠗⠈⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠻⠋⠉⠑⠀⠀⢘⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⣿⡿⠟⢹⣿⣿⡇⢀⣶⣶⠴⠶⠀⠀⢽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⣿⣿⣿⡿⠀⠀⢸⣿⣿⠀⠀⠣⠀⠀⠀⠀⠀⡟⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿

⣿⣿⣿⡿⠟⠋⠀⠀⠀⠀⠹⣿⣧⣀⠀⠀⠀⠀⡀⣴⠁⢘⡙⢿⣿⣿⣿⣿⣿⣿⣿⣿

⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢿⠗⠂⠄⠀⣴⡟⠀⠀⡃⠀⠉⠉⠟⡿⣿⣿⣿⣿

⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢷⠾⠛⠂⢹⠀⠀⠀⢡⠀⠀⠀⠀⠀⠙⠛⠿⢿"
220,"---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☐ Good
☑ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☑ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☑ You'll need a second life for grinding

---{ Story }---
☑ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☑ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10



"
221,XOXOXOXOXO
222,it's great and under rated. Numerous mods for a good experience. Highly recommend.
223,kida testise
224,Awesome simulation :-D
225,caca of a game
226,"great game, 
it gets pretty boring quickly, but it depends
"
227,"reasons to buy truck;
number 1: truck gam,e so obviosly truck is there
numbe 2: u can drive many truck so option n choice
n um 3: you cn buy truck ur own so truck
num5: there are europe so you can see  rope
nubemer 9: truck"
228,"





ker mai jucam"
229,this game is so lit
230,Great.
231,Best Simulation game of all time
232,Berasa nyetir betulan
233,nice
234,"this game is a must play for gaming enthusiasts, its fulfilling and exiting, i love it when i watch my trucking business grow, it gives a sense of achievement. when i want to play a relaxing solo and exiting game, its Euro Truck Sim i go to when tired of playing high paced games such as COD."
235,Join Truck-kun's mass isekai adventures as you both send entire families to a better place.
236,nice
237,yep is gud
238,i came like 10 times in 1 minute
239,Sending people to Isekai Simulator
240,good
241,GOOD GOD
242,very good very nice.
243,I have tossed away my life playing this game. I haven't seen anybody in years.
244,GREAT CHILL AND PASS TIME LOVE IT ON MY TWITCH STREAM
245,Great relaxing game
246,"Guys, first of all, thank you for creating such a great, perfect game. I can't believe that something can be perfect as this (meaning about simulations)

I love and support your work, especially since you announced that West Balkan is coming as DLC pack. I've been waiting for that since I downloaded this game, and it was like 8y ago. Thank you and continue to make such masterpiece, and also end full EU map so we can drive and discover it fully! 

Cheers!"
247,"best game it feels like i am an actual driver with a pedals and wheel thankyou so much Euro Truck 2





"
248,its the best simulator game to play
249,big truck go fast
250,you drive a truck
251,"You either have to drive like your 90 year old grandma or constantly flip the damn truck.
Both is not fun at all. Shame, i liked the rest, exploring the map, earning money, getting garages and drivers."
252,"its so good and realistic
"
253,"its good
"
254,"This is a good game!
"
255,"Great game, It is quite hard if you do not know how it works but it becomes incredibly easy once you get a hang of the controls."
256,"best game
"
257,trok
258,"This game is so brutal, it caused me to murder my entire family.


Also... Trucks😳"
259,good
260,ok
261,"akhirnya bisa main ini juga. entah dari tahun berapa gw pengen main ini, akhirnya punya komputer juga, sama diskon jadi 42k doang jir aowkwkwkwk"
262,"good (palec hore)
"
263,aliiiii
264,nice
265,nothing
266,love this game the only thing that needs to be updated it the roads and more places added deffo recommend
267,I CAN ONLY SAY IF YOU LOVE DRIVING YOU'RE GOING TO BE ADDICTED!!
268,"nice game
"
269,"Realistic
"
270,👍👍
271,..
272,Is Good Life.
273,69 hours and im still having fun! great!
274,Relax..........
275,One of the most relaxing gaming experiences you can enjoy today
276,"I just saw a SCANIA R 2009 Highline UK-side with chassis 6x2 Taglift and Dragonfly bull bar in a greenish-white metallic color carrying a Fuel Tank Trailer containing combustible petroleum with chassis single, 2 axles and 4 pipes attaching on the sides together with a brand-named paint job drove across the arterial road in front of my house."
277,a relaxing game with a proper setup
278,"Did you ever want to drive for hours, keeping to speed limits, not running red lights, getting confused by the GPS and having to drive a two hour detour missing your delivery deadline?  Then this game is made for you!

I make fun of it, but that's actually what you do if you ignore the whole ""run a trucking company"" aspect, but you are fully free to ignore all that and just drive. I like to tune in a local radio, sit in front of the TV like an eight year old playing Mario, and then just do a few deliveries. It's very relaxing..."
279,best truck game ever
280,this game is so fun
281,One of the best driving simulation games you can own!! Vroom vroom!
282,Nicee game
283,"great relaxing game, very naice"
284,"super
"
285,"WADIDAW, WHENEVER YOU SEE ANOTHER TRUCKER DUDES DOING HIS DELIVERY STUFF! 10/10 game, 10/10 devs, 10/10 routes, 10/10 difficult missions, 10/10 trailer cargo, 10/10 heavy cargo, 10/10 npc vehicles"
286,"This is the best truck simulator ever. It has 100s of settings that you can change to match your style of playing. Graphics, you can assign a steering wheel, you can turn on or off automatic ignition, automatic turning off indicators. Yeah. There are countless settings. Driving a truck for hours might seem boring but Euro truck Simulator 2 just changes that feeling. It's so much fun. It has every part of a real truck that you can control. It even has radio. And not just some random in game radio, it has almost every radio channel that you can listen to in real life. I'm sure you will have fun while playing Euro Truck Simulator 2!"
287,i love truck <3
288,Good game
289,very relaxing
290,Its a great game its made amazingly!
291,
292,hoooooot gameeeeeeeeeeeeeeee
293,"yep, road rage so good!!"
294,"Load an audiobook, podcast or favorite radio station. Pick a delivery and destination, and prepare to enjoy a great driving experience. You can buy trucks, garages, and hire other drivers to build an empire ... or not. Join a convoy if you wish. 
Have fun and enjoy at your own pace."
295,better than ats
296,it very good gaem i am truk mastr
297,"Turns out driving a truck through the night under light rain, while listening to local radio stations, was my dream job. Gamepad or controller is good in this game, but if you have racing wheel it will be 10 / 10 experience."
298,100
299,"nice
"
300,This
301,Amazing game well done SCS
302,nice
303,"This game saved my life.

I am 27.

My ex-wife and I have a daughter together, and adopted our son together. They are now both 4 years old.

When we were going through our separation, I found myself lost and miserable. I was self destructive. I got so mad one day from everything spiraling out of my control that I punched some concrete in a moment of overwhelming emotion. That caused me to break my 5th metacarpal in my right hand... my working hand... my games hand.. the hand that I held and carried my children to bed with.. The hand I desperately needed to make sure I could continue to provide.

After learning of the severity of my self-inflicted damage, I was borderline suicidal. Keep in mind that just a few months before this, I was the happiest man with no history of depression or anxiety. I have never had fits of rage, or been one to break down and cry, but I was in a low spot that just really buried me from being able to see the light on the other side.

Having nothing better to do, I searched for a game I could play, ONE HANDED while I recovered. I somehow stumbled upon this game and read some of the reviews. I decided that it had to be worth a shot... I must admit, I didn't beat the game, or play nearly as long as some of you. In fact, I may have only played this game a day or two.. With that being said, after doing so, I had a new found joy and hope for life. I was able to put behind me the pain and suffering that had been cast over me. I was able to experience other peoples joy and happiness. I was able to see the fruits of my ""labor"". I relaxed for 5 ♥♥♥♥ing minutes to this music long enough to realize that I was going to be okay.

After coming to that realization, I turned the game off, and I went back to work. It hurt my hand like hell but I was motivated. I stopped feeling so damn sorry for myself, and I became the father I needed to be in that moment, not the weak boy I was behaving as.

Today, I am close friend with my kids mother. We don't fight, or argue, or say hurtful things to each other. We are parents, and friends.

I now have 3 kids. My third child is, wait for it, ALSO 4 YEARS OLD. The woman I am with was going through a very similar situation at the time of my own separation, and we just stumbled in to each others life unexpectedly. We have been in a relationship for a year now, and are very happy together.

Moral of the story, you never know what life holds in store for you, and if I would have given up when all the odds were stacked against me, I wouldn't be where I am today. This silly little game helped me realize that.

Thank you
"
304,"if you're bored someday then buy this game you get fee's every time you drive and the bollocks police are after you all the time. if you're going 2mph over the speedlimit woop thats 500 pounds. and if you schratc another car 1000 pounds



would reccomend :)"
305,This Game is a very fun and chill game to play i mostly play it with music on and its very fun to just chill around and drive overall its 100% worth the money since i only payed 5 bucks for this.
306,Just drive
307,nice
308,<33333333333333333333333333333333333333333333333333333333333333333333333
309,very good
310,worth to buy if you like trucks
311,good
312,".
"
313,Yes.
314,"fun game, lots of addons (mods) by steam it self (steam Workshop) and other websites, makes the game really really enjoyable and fun to play. 
"
315,add truck nuts
316,"If you got time for a semi-realistic simulator about driving, get it. (Also dlc not required, but I would recomend"
317,realistic
318,"cool
"
319,good
320,good game
321,"Loved the game. Can be really addictive, the music is really catchy and calm at the same time. Everyone should try it at least once."
322,this game is awesome and with each dlc that comes out just gets better i do belive it needs a new engine as the one its on is bit dated but saying that still looks realistic  and  very  appealing to the  ive crashed so many times cos im admiring the beautiful scenery lol
323,5
324,pog game
325,"ive had this game in my library a long time,more than a year or or two now and ive only downloaded it twice which each time it crashed immediatly before i even got to the meny or it crashed my computer completely and im not sure why as ive downloaded large large games before and they have worked fine :( ive reinstalled and validated the files and it still did it last time..would love to try and play it if it would let me
otherwise it looks like a good game ngl"
326,"still recommended to play but, there bugs every where that can makes the pc's laggy"
327,beautiful
328,Good game
329,great game
330,"Best trucking game out there.

"
331,a very zen game
332,"hom

"
333,Truck rhymes with duck and quack rhymes with sack. Santa has a sack and inside is a truck. Inside that truck is me. I'm on the sweet highway looking for a gas station. Gas rhymes with ass and this game is the complete opposite of that word. Word.
334,I am obsessed with this game. I enjoy just travelling between many different cities
335,"this game is really good for me, this is calming for me sometimes and i really enjoy it, i recommend you to buy this"
336,Can't stop playing
337,It's Fun!
338,"nice
"
339,trucks
340,best truck game ever
341,truck
342,.
343,"not even played 10 hours of this game and I am having the time of my life by breaking all road rules and crashing into stuff.
great game would recommend"
344,"Yea gg
"
345,"Very good, map expansions expensive or not?"
346,Best Game In The WORLD ❤️❤️❤️❤️
347,"Oh boy, not much to say about highway trucking, we've all played this while growing up.
ETS2 is the final version of our childhood (born in 95), smooth as butter, also TMP (Multiplayer platform) helps you play with other people on gigantic servers with 4000 trucks in it. You will see some annoying stuff with funny stuff on the side.
Even still, customising your truck and exploring Europe is always fun.

If you have 2 monitors, crack a tv show on the side, or a podcast, or a movie and hit the road.

I generally drive when i'm at work meetings :D"
348,It is good.
349,Its a very good game i recommend
350,"good game
"
351,"me pleas

"
352,"After years on ATS almost a month ago my eyes and ears were blessed with ETS 2. I wish someone had told me about this game years ago. I am absolutely appalled by every aspect of this games. Aside from the fact that I hat (suck) at parking trailers I truly believe it's an excellent sim. Even better with friends. If you're looking for a VTC, go check out Prime Logistics. They're great."
353,Enjoyable and relaxing game with excellent game play and detail . Absolutely loved it
354,ok
355,"Fuck it, we drive"
356,k
357,very good game if u like dirving
358,Do you hate your life do you hate your job do you wish it would all end. i do so that's why i play euro truck simulator 2
359,I can already tell this is gonna be amazing.
360,xcxcxcxc
361,truck
362,A great game play it for hours wish installing mods was easier I'm  not very good with computers. Keep up the good work SCS.
363,Me irl tryna avoid the popo
364,"






















Very Good"
365,Fun and relaxing game. Sometimes you get angry when you crash.
366,"Very cool game, can be really Immersive if you play on proper setup"
367,truck
368,i love this game
369,trumk
370,TRUCK.
371,Very nice :D
372,one of the best simulator games
373,uatafac rumenia
374,ar iyidot yleobaa
375,Great Sim. Awesome Dev team. 10-out-of-10
376,.
377,chill
378,"way too addicting 

buy it"
379,Best game ever
380,Best Simulator game i have played
381,good
382,"Very good game, and beautiful for drivers
"
383,cool
384,pipi and kaki in bratislava
385,Fun
386,very nice game and i recommend if you have some spare money
387,"Really cool game, do need to spend atleast 50$ on unlocking all the maps and expansions. Very addicting and never gets boring!"
388,"Fun game, nice change to drive around Europe to get away from other things"
389,It's pretty good game. I could practice driving car on my PC
390,ies of cors
391,very good game (TruckerMP is too good)
392,camioane
393,truck.
394,big car = big happy
395,Love game not free tho i buy for 4 euro it cost 13 euro with no discount
396,very good game
397,my favorite game <3
398,"My own truck, my own business."
399,:)
400,<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3
401,drove 220 kmh in a 50 10/10 would do again
402,do jaja!
403,"If you love to relax and play a 'comfy' game, IMO this is the game for you. Very customizable controls, to make it go from basic to realistic driving."
404,"This game is great i love it!
I wish some day we will be able to get out of the truck and do things like connecting the trailer and stuff would be really cool in my opinion but still the game is great"
405,very fun
406,Unlike any other simulator game. WHo would of thought that the idea of driving a truck would be entertaining till I gave this game a try. 227 Hours later and still going.
407,Only true chads play this
408,good
409,good game
410,"This is Such an ADDICTING game, after you finish one load you go for another one, another one and so on...
I would rate it 👍🏻👍🏻"
411,gud game
412,good sim
413,"Game is very fun, especially multiplayer."
414,"nice game
"
415,i like truck
416,.
417,"It is literally so addicting and since its a simulator game it keeps you active at all times, the scenery is realistic and epic."
418,Hi
419,The game is so simple yet so satisfying.
420,cheesycat69
421,Good
422,Truck go beep
423,"very good
"
424,good shit
