,0
130,"⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣛⡉⢹⢛⣛⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⡟⣫⡆⠀⣿⣷⣬⣼⡿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣷⡘⢿⣾⡿⠿⠿⠛⢃⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣌⠫⠶⠿⠟⣋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⡏⠉⠏⠩⣭⣭⠉⠘⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⡇⠠⠤⠴⢯⣭⢤⠤⢄⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⠋⠀⠀⠶⠬⢼⣸⣇⢠⠬⠼⠌⠀⠀⢹⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠙⠙⠛⠉⠀⠀⠀⠀⠠⣾⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠏⠀⢀⣮⣅⣛⠻⠇⠿⢛⣃⣩⣴⠃⠀⠈⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣧⡀⠀⠘⢿⣿⠿⠟⠻⠟⣛⠻⢿⠿⠀⠀⣼⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⢀⠀⠀⠲⠈⣭⣭⢩⣭⡴⠐⠀⠀⡌⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠇⣾⣷⣦⣀⠀⠀⠈⠀⠀⠀⣠⣴⣿⣿⡸⣿⣿⣿⣿⣿⣿
⣿⣿⣿⡏⣼⣿⣿⣿⣿⣿⣶⣤⣀⣴⣿⣿⣿⣿⣿⣧⢹⣿⣿⣿⣿⣿
⣿⣿⣿⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿"
131,"i can kill people with toilets in this game, it is very nice"
132,The most brutal weapon banned from war is the gravity gun with a red barrel.
133,died
134,yeet
135,i get to play as the 1984 people and accidentally blow myself up with a slam
136,buy this game immediately
137,"Half Life 2 but deathmatch
7/10"
138,this is the
139,i used to play this game a lot and its still fun blasting people with a shotgun but valve please update this game.
140,my shots find their marks
141,10/10 COPY OF GMOD
142,get the pulse rifle and you win
143,It's a game hhh pretty coel?
144,Half-Life 2: Deathmatch
145,"I am a 45 yo father, probably one of the oldest people playing this game. I am a single farther to my Son, who is 14 now. My son got this game for Christmas from his uncle, so we installed it on his computer and he started playing. By the end of the week he had 24 hours on this game. This was horrible for me, as it was already hard for me to find ways to spend time with my son, as he is always out with his friends or just, watching YouTube. So i decided to make a Steam account and get this game to see if I could maybe play alongside him. loaded into the game, made my character and world and started playing but I was stuck on what you where supposed to do. I asked my Son for help and he hosted a game for me to join. loved it as it was the best time had spent with my Son since my wife had died. This game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well. This game reminded me that there's fun to be had in everything, and it has brought both me and my Son many happy memories."
146,Very Fun Multiplayer In 2022
147,every time you spawn you just die
148,hafl lif 2 detmac
149,The only good multiplayer FPS
150,ㅤ
151,Goated
152,"Genuinely the most fun I've had on my PC in a minute, buy this shit IMMEDIATELY, this game needs more players."
153,"Almost 20 years old and remains now and forever in the S-Tier of multiplayer shooters.

Timeless mechanics with a towering skill ceiling, plays great in 1v1 and full lobbies so as long as 1 other person is playing there's always potential for enjoyment.

Mandatory w/ every steam account as far as i'm concerned."
154,You can kill people with toilets. 10/10
155,the fact i can kill someone by flinging a toilet at them at 500mph already makes this infinitely better than CS:GO or Valorant ever wish they could be
156,Fun but hard
157,xd
158,"hiygf55rf
"
159,just join a gmod server
160,the platform for what multiplayer shooter games are today.
161,Fastpath
162,this game is good as fuck YOU'LL NEED FRIENDS OR STUFF TO PLAY WITH FUN but its fun
163,"this is a great game. fun phycics, great weapons, the ability to murder with a toilet, its great!"
164,"⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿
⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿
⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿
⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿
⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿
⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿
⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼
⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼
⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿
⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿
⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿
⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿
⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉
⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄  Only Chads Play This in 2022"
165,d
166,feels like i never left gmod
167,"its half life.
what more is there to say."
168,"great and fantastic game, cant say anything else."
169,"Pure chaos and fun! Its very cheap and worth the price, mostly since you can get it extremily cheap on summer sales! I got it for 0.79 euros on a summer sale. If you are reading this and considering to buy it you should totaly try the hammer editor located in hl2dm/bin/hammer.exe!"
170,"HL2DM is fun to play & inexpensive. It runs on the 3 major operating systems and has good graphics and sound effect, even by today's standards (2022)"
171,guns and propkill
172,fucking love it
173,toilet jumpscare
174,its a game and you play it and its a game and you play it
175,great game but dead
176,Players are very good no BS
177,"Remember playing this back in the day when it came out.
Give us Half Life 3 Gabe!!"
178,Chaotic fun for a while if you're a fan of Half-Life
179,Better than battlefield 2042
180,just a good game
181,"If you like HL2 but also like PvP games, you'll have a great time playing this. Came out in 2004 but it's still solid."
182,"Great deathmatch. After a long time, it's still fun to play."
183,i cant get real
184,Toilet is the best weapon in this game. 10/10
185,Perfect. They should make a Half-Life 3: Deathmatch.
186,i should abandon this game for me
187,"got jumpscared by a bathtub and crushed to death with it. i was so scared, i never wanted to play again"
188,hello? is anybody there?
189,"Very noice and Classic. 
Nostalgia has a name: HL 2 and HL"
190,this game makes me cum on god oooaagghh woo baby woo oooaaaaggghhh I splooged
191,"nice
"
192,"gravity gun only, friends, and some drinks and you're up for a good night"
193,make half life 3
194,get toileted
195,"Very few servers are up with around 100 total players, what's up is better served in Gmod and hell even Roblox."
196,"do not buy this, it gave me measles

fun game tho"
197,Is nice
198,very good id recomend playing this
199,A fun game with all the random gamemodes in it such as deathrun etc
200,"One of the best games ever made. 10/10 See me in killbox lowgrav , Im goated. Also pirates cove best server keeping this game alive!"
201,"Best game in the world, forever on top, king."
202,a
203,half life deathmatch source better lmfao install these nuts
204,best game  😎 👌 👍
205,everyone on this game is like 50+ years old and its awesome
206,Half of my life
207,Good to be back!
208,probably the best game ever
209,Noop Noop
210,death and match
211,is good
212,F.U.N.
213,
214,its pretty fun
215,"""deathmatch"""
216,"It's fine, I guess.
"
217,"This game is the goofiest, jankiest shit ever and i fuckin love it"
218,great game highly recommended
219,"Sad to know this is never gonna be what it used to be. Couldn`t be more glad to have been a part of this,always in my heart"
220,yes
221,great game. its easy to understand how to play the game and its fun But there are spawncampers sometimes and tryhards but only sometimes
222,"haha prop kills go brrrrr
"
223,Very fun. I would not hesitate to get you with a fridge!
224,­
225,This game needs a revival. One of the best experiences I've had in a while.
226,biorthing
227,"You must be very yung if you haven't play Half Life ever. But I don't want to spoil it to you so Imma say you buy this and enjoy it cause it can't be otherwise, a truly masterpiece definitely recommend it."
228,"nice game you can pew pew and stuff like that but in better quality then half-life Deathmatch: source. You can throw stuff at people to kill them.


"
229,3/10
230,"This game is great and really fun! Highly recommend it especially if your a half life 2 fan. Great people, great game :)"
231,"It's great, just find a server with a consistant player base"
232,"cool
must buy"
233,fun
234,"hl2 but you're fighting NOT THE ECOMBINE1?s
7/10"
235,"You can shoot toilets at people.

10/10"
